"Date","Subregion","WaterYear","max_precip","Season01","Month","d14_precipavg","Seasonr"
2010-01-12,"Central Delta","2010",0.16,"wet",1,0.105714285714286,"wet"
2010-01-13,"Central Delta","2010",0.38,"wet",1,0.141428571428571,"wet"
2010-01-14,"Central Delta","2010",0,"wet",1,0.180714285714286,"wet"
2010-01-15,"Central Delta","2010",0,"wet",1,0.23,"wet"
2010-01-16,"Central Delta","2010",0,"wet",1,0.237857142857143,"wet"
2010-01-17,"Central Delta","2010",0.03,"wet",1,0.242142857142857,"wet"
2010-01-18,"Central Delta","2010",0.3,"wet",1,0.250714285714286,"wet"
2010-01-19,"Central Delta","2010",0.55,"wet",1,0.254285714285714,"wet"
2010-01-20,"Central Delta","2010",0.5,"wet",1,0.232857142857143,"wet"
2010-01-21,"Central Delta","2010",0.55,"wet",1,0.232857142857143,"wet"
2010-01-22,"Central Delta","2010",0.69,"wet",1,0.232857142857143,"wet"
2010-01-23,"Central Delta","2010",0.17,"wet",1,0.243571428571429,"wet"
2010-01-24,"Central Delta","2010",0.06,"wet",1,0.241428571428571,"wet"
2010-01-25,"Central Delta","2010",0.12,"wet",1,0.22,"wet"
2010-01-26,"Central Delta","2010",0.21,"wet",1,0.181428571428571,"wet"
2010-01-27,"Central Delta","2010",0.08,"wet",1,0.150714285714286,"wet"
2010-01-28,"Central Delta","2010",0,"wet",1,0.111428571428571,"wet"
2010-01-29,"Central Delta","2010",0,"wet",1,0.104285714285714,"wet"
2010-01-30,"Central Delta","2010",0.15,"wet",1,0.106428571428571,"wet"
2010-01-31,"Central Delta","2010",0,"wet",1,0.11,"wet"
2010-02-01,"Central Delta","2010",0,"wet",2,0.101428571428571,"wet"
2010-02-02,"Central Delta","2010",0.01,"wet",2,0.0985714285714286,"wet"
2010-02-03,"Central Delta","2010",0.07,"wet",2,0.105,"wet"
2010-02-04,"Central Delta","2010",0,"wet",2,0.105,"wet"
2010-02-05,"Central Delta","2010",0.59,"wet",2,0.108571428571429,"wet"
2010-02-06,"Central Delta","2010",0.2,"wet",2,0.0978571428571429,"wet"
2010-02-07,"Central Delta","2010",0.11,"wet",2,0.0978571428571429,"wet"
2010-02-08,"Central Delta","2010",0,"wet",2,0.0978571428571429,"wet"
2010-02-09,"Central Delta","2010",0.17,"wet",2,0.0971428571428571,"wet"
2010-02-10,"Central Delta","2010",0.17,"wet",2,0.0921428571428572,"wet"
2010-02-11,"Central Delta","2010",0,"wet",2,0.0921428571428572,"wet"
2010-02-12,"Central Delta","2010",0.05,"wet",2,0.05,"wet"
2010-02-13,"Central Delta","2010",0,"wet",2,0.0614285714285714,"wet"
2010-02-14,"Central Delta","2010",0,"wet",2,0.0535714285714286,"wet"
2010-02-15,"Central Delta","2010",0,"wet",2,0.130714285714286,"wet"
2010-02-16,"Central Delta","2010",0,"wet",2,0.119285714285714,"wet"
2010-02-17,"Central Delta","2010",0,"wet",2,0.107142857142857,"wet"
2010-02-18,"Central Delta","2010",0,"wet",2,0.152857142857143,"wet"
2010-02-19,"Central Delta","2010",0,"wet",2,0.155,"wet"
2010-02-22,"Central Delta","2010",0.36,"wet",2,0.155,"wet"
2010-02-23,"Central Delta","2010",0,"wet",2,0.158571428571429,"wet"
2010-02-24,"Central Delta","2010",1.08,"wet",2,0.182142857142857,"wet"
2010-02-25,"Central Delta","2010",0.01,"wet",2,0.230714285714286,"wet"
2010-02-26,"Central Delta","2010",0,"wet",2,0.230714285714286,"wet"
2010-02-27,"Central Delta","2010",0.64,"wet",2,0.230714285714286,"wet"
2010-02-28,"Central Delta","2010",0.08,"wet",2,0.230714285714286,"wet"
2010-03-01,"Central Delta","2010",0,"wet",3,0.205,"wet"
2010-03-02,"Central Delta","2010",0.05,"wet",3,0.207857142857143,"wet"
2010-03-03,"Central Delta","2010",0.33,"wet",3,0.138571428571429,"wet"
2010-03-04,"Central Delta","2010",0.68,"wet",3,0.137857142857143,"wet"
2010-03-05,"Central Delta","2010",0,"wet",3,0.14,"wet"
2010-03-06,"Central Delta","2010",0,"wet",3,0.123571428571429,"wet"
2010-03-07,"Central Delta","2010",0,"wet",3,0.117857142857143,"wet"
2010-03-08,"Central Delta","2010",0,"wet",3,0.117857142857143,"wet"
2010-03-09,"Central Delta","2010",0.04,"wet",3,0.114285714285714,"wet"
2010-03-10,"Central Delta","2010",0.11,"wet",3,0.0907142857142857,"wet"
2010-03-11,"Central Delta","2010",0,"wet",3,0.0421428571428571,"wet"
2010-03-12,"Central Delta","2010",0.03,"wet",3,0.0421428571428571,"wet"
2010-03-13,"Central Delta","2010",0.41,"wet",3,0.0421428571428571,"wet"
2010-03-14,"Central Delta","2010",0,"wet",3,0.0457142857142857,"wet"
2010-03-15,"Central Delta","2010",0,"wet",3,0.07,"wet"
2010-03-16,"Central Delta","2010",0,"wet",3,0.0692857142857143,"wet"
2010-03-17,"Central Delta","2010",0,"wet",3,0.0621428571428571,"wet"
2010-03-18,"Central Delta","2010",0,"wet",3,0.08,"wet"
2010-03-19,"Central Delta","2010",0,"wet",3,0.0778571428571429,"wet"
2010-03-20,"Central Delta","2010",0,"wet",3,0.0921428571428572,"wet"
2010-03-30,"Central Delta","2010",0.05,"wet",3,0.0921428571428572,"wet"
2010-03-31,"Central Delta","2010",0.34,"wet",3,0.0921428571428572,"wet"
2010-04-01,"Central Delta","2010",0.03,"wet",4,0.0921428571428572,"wet"
2010-04-02,"Central Delta","2010",0.01,"wet",4,0.0921428571428572,"wet"
2010-04-03,"Central Delta","2010",0.25,"wet",4,0.0921428571428572,"wet"
2010-04-04,"Central Delta","2010",0,"wet",4,0.108571428571429,"wet"
2010-04-05,"Central Delta","2010",0.61,"wet",4,0.147857142857143,"wet"
2010-04-06,"Central Delta","2010",0,"wet",4,0.157142857142857,"wet"
2010-04-07,"Central Delta","2010",0,"wet",4,0.132857142857143,"wet"
2010-04-08,"Central Delta","2010",0,"wet",4,0.130714285714286,"wet"
2010-04-09,"Central Delta","2010",0,"wet",4,0.13,"wet"
2010-04-10,"Central Delta","2010",0,"wet",4,0.112142857142857,"wet"
2010-04-11,"Central Delta","2010",0.23,"wet",4,0.112142857142857,"wet"
2010-04-12,"Central Delta","2010",0.55,"wet",4,0.0707142857142857,"wet"
2010-04-13,"Central Delta","2010",0.18,"wet",4,0.0835714285714286,"wet"
2010-04-14,"Central Delta","2010",0,"wet",4,0.127857142857143,"wet"
2010-04-15,"Central Delta","2010",0,"wet",4,0.142857142857143,"wet"
2010-04-16,"Central Delta","2010",0,"wet",4,0.142857142857143,"wet"
2010-04-17,"Central Delta","2010",0,"wet",4,0.142857142857143,"wet"
2010-04-18,"Central Delta","2010",0,"wet",4,0.126428571428571,"wet"
2010-04-19,"Central Delta","2010",0.03,"wet",4,0.0871428571428571,"wet"
2010-04-20,"Central Delta","2010",0.18,"wet",4,0.0742857142857143,"wet"
2010-04-21,"Central Delta","2010",0.62,"wet",4,0.0828571428571429,"wet"
2010-04-22,"Central Delta","2010",0.21,"wet",4,0.0935714285714286,"wet"
2010-04-23,"Central Delta","2010",0,"wet",4,0.0935714285714286,"wet"
2010-04-24,"Central Delta","2010",0,"wet",4,0.0935714285714286,"wet"
2010-04-25,"Central Delta","2010",0,"wet",4,0.0935714285714286,"wet"
2010-04-26,"Central Delta","2010",0,"wet",4,0.0914285714285714,"wet"
2010-04-27,"Central Delta","2010",0,"wet",4,0.0785714285714286,"wet"
2010-04-28,"Central Delta","2010",0.12,"wet",4,0.0342857142857143,"wet"
2010-04-29,"Central Delta","2010",0.15,"wet",4,0.0192857142857143,"wet"
2010-04-30,"Central Delta","2010",0,"wet",4,0.0271428571428571,"wet"
2010-05-01,"Central Delta","2010",0,"wet",5,0.0392857142857143,"wet"
2010-05-02,"Central Delta","2010",0,"wet",5,0.0392857142857143,"wet"
2010-05-03,"Central Delta","2010",0,"wet",5,0.0392857142857143,"wet"
2010-05-04,"Central Delta","2010",0,"wet",5,0.0392857142857143,"wet"
2010-05-14,"Central Delta","2010",0,"wet",5,0.0571428571428571,"wet"
2010-05-15,"Central Delta","2010",0,"wet",5,0.0571428571428571,"wet"
2010-05-16,"Central Delta","2010",0,"wet",5,0.0571428571428571,"wet"
2010-05-17,"Central Delta","2010",0,"wet",5,0.0492857142857143,"wet"
2010-05-18,"Central Delta","2010",0.03,"wet",5,0.0371428571428571,"wet"
2010-05-29,"Central Delta","2010",0,"wet",5,0.0557142857142857,"wet"
2010-05-30,"Central Delta","2010",0,"wet",5,0.0557142857142857,"wet"
2010-05-31,"Central Delta","2010",0,"wet",5,0.0557142857142857,"wet"
2010-06-01,"Central Delta","2010",0,"wet",6,0.0535714285714286,"wet"
2010-06-02,"Central Delta","2010",0,"wet",6,0.0378571428571429,"wet"
2010-06-03,"Central Delta","2010",0,"wet",6,0.0321428571428571,"wet"
2010-06-04,"Central Delta","2010",0,"wet",6,0.0578571428571429,"wet"
2010-10-18,"Central Delta","2011",0.26,"wet",10,0.115714285714286,"wet"
2010-10-19,"Central Delta","2011",0,"wet",10,0.115714285714286,"wet"
2010-10-20,"Central Delta","2011",0,"wet",10,0.115714285714286,"wet"
2010-10-21,"Central Delta","2011",0,"wet",10,0.115714285714286,"wet"
2010-10-22,"Central Delta","2011",0,"wet",10,0.115714285714286,"wet"
2010-10-23,"Central Delta","2011",0.02,"wet",10,0.122142857142857,"wet"
2010-10-24,"Central Delta","2011",0.53,"wet",10,0.126428571428571,"wet"
2010-10-25,"Central Delta","2011",0.81,"wet",10,0.107857142857143,"wet"
2010-10-26,"Central Delta","2011",0,"wet",10,0.107857142857143,"wet"
2010-10-27,"Central Delta","2011",0,"wet",10,0.107857142857143,"wet"
2010-10-28,"Central Delta","2011",0,"wet",10,0.107857142857143,"wet"
2010-10-29,"Central Delta","2011",0,"wet",10,0.107857142857143,"wet"
2010-10-30,"Central Delta","2011",0.09,"wet",10,0.106428571428571,"wet"
2010-10-31,"Central Delta","2011",0.06,"wet",10,0.0771428571428572,"wet"
2010-11-01,"Central Delta","2011",0,"wet",11,0.0607142857142857,"wet"
2010-11-02,"Central Delta","2011",0,"wet",11,0.0607142857142857,"wet"
2010-11-03,"Central Delta","2011",0,"wet",11,0.0621428571428571,"wet"
2010-11-04,"Central Delta","2011",0,"wet",11,0.0621428571428571,"wet"
2010-11-05,"Central Delta","2011",0,"wet",11,0.0621428571428571,"wet"
2010-11-06,"Central Delta","2011",0,"wet",11,0.0557142857142857,"wet"
2010-11-07,"Central Delta","2011",0.12,"wet",11,0.0514285714285714,"wet"
2010-11-08,"Central Delta","2011",0.58,"wet",11,0.0514285714285714,"wet"
2010-11-09,"Central Delta","2011",0,"wet",11,0.0957142857142857,"wet"
2010-11-10,"Central Delta","2011",0.02,"wet",11,0.151428571428571,"wet"
2010-11-11,"Central Delta","2011",0,"wet",11,0.155,"wet"
2010-11-12,"Central Delta","2011",0,"wet",11,0.166428571428571,"wet"
2010-11-13,"Central Delta","2011",0,"wet",11,0.182142857142857,"wet"
2010-11-14,"Central Delta","2011",0,"wet",11,0.173571428571429,"wet"
2010-11-15,"Central Delta","2011",0,"wet",11,0.132142857142857,"wet"
2010-11-20,"Central Delta","2011",0.62,"wet",11,0.137857142857143,"wet"
2010-11-21,"Central Delta","2011",0.78,"wet",11,0.16,"wet"
2010-11-22,"Central Delta","2011",0.05,"wet",11,0.16,"wet"
2010-11-23,"Central Delta","2011",0.16,"wet",11,0.16,"wet"
2010-11-24,"Central Delta","2011",0.22,"wet",11,0.16,"wet"
2010-11-25,"Central Delta","2011",0,"wet",11,0.16,"wet"
2010-11-26,"Central Delta","2011",0,"wet",11,0.163571428571429,"wet"
2010-11-27,"Central Delta","2011",0.08,"wet",11,0.136428571428571,"wet"
2010-11-28,"Central Delta","2011",0.33,"wet",11,0.110714285714286,"wet"
2010-11-29,"Central Delta","2011",0,"wet",11,0.142142857142857,"wet"
2010-11-30,"Central Delta","2011",0,"wet",11,0.134285714285714,"wet"
2010-12-01,"Central Delta","2011",0,"wet",12,0.136428571428571,"wet"
2010-12-02,"Central Delta","2011",0,"wet",12,0.155714285714286,"wet"
2010-12-03,"Central Delta","2011",0.05,"wet",12,0.157857142857143,"wet"
2010-12-04,"Central Delta","2011",0.24,"wet",12,0.152857142857143,"wet"
2010-12-05,"Central Delta","2011",0.42,"wet",12,0.129285714285714,"wet"
2010-12-06,"Central Delta","2011",0.49,"wet",12,0.129285714285714,"wet"
2010-12-07,"Central Delta","2011",0.05,"wet",12,0.13,"wet"
2010-12-08,"Central Delta","2011",0.25,"wet",12,0.154285714285714,"wet"
2010-12-09,"Central Delta","2011",0.27,"wet",12,0.182857142857143,"wet"
2010-12-10,"Central Delta","2011",0.03,"wet",12,0.202142857142857,"wet"
2010-12-11,"Central Delta","2011",0.01,"wet",12,0.233571428571429,"wet"
2010-12-12,"Central Delta","2011",0,"wet",12,0.262142857142857,"wet"
2010-12-13,"Central Delta","2011",0,"wet",12,0.269285714285714,"wet"
2010-12-14,"Central Delta","2011",0.01,"wet",12,0.281428571428571,"wet"
2010-12-15,"Central Delta","2011",0.34,"wet",12,0.285,"wet"
2010-12-16,"Central Delta","2011",0.4,"wet",12,0.268571428571429,"wet"
2010-12-17,"Central Delta","2011",0.32,"wet",12,0.266428571428571,"wet"
2010-12-18,"Central Delta","2011",0.68,"wet",12,0.265714285714286,"wet"
2010-12-19,"Central Delta","2011",0.82,"wet",12,0.323571428571429,"wet"
2010-12-20,"Central Delta","2011",0.59,"wet",12,0.323571428571429,"wet"
2010-12-21,"Central Delta","2011",0.22,"wet",12,0.365714285714286,"wet"
2010-12-22,"Central Delta","2011",0.3,"wet",12,0.377142857142857,"wet"
2010-12-23,"Central Delta","2011",0.04,"wet",12,0.35,"wet"
2010-12-24,"Central Delta","2011",0,"wet",12,0.327142857142857,"wet"
2010-12-25,"Central Delta","2011",0,"wet",12,0.29,"wet"
2010-12-26,"Central Delta","2011",0.81,"wet",12,0.252142857142857,"wet"
2010-12-27,"Central Delta","2011",0,"wet",12,0.231428571428571,"wet"
2010-12-28,"Central Delta","2011",0.6,"wet",12,0.215714285714286,"wet"
2010-12-29,"Central Delta","2011",0.5,"wet",12,0.195714285714286,"wet"
2010-12-30,"Central Delta","2011",0.02,"wet",12,0.192857142857143,"wet"
2010-12-31,"Central Delta","2011",0,"wet",12,0.192857142857143,"wet"
2011-01-01,"Central Delta","2011",0.16,"wet",1,0.192857142857143,"wet"
2011-01-02,"Central Delta","2011",0.29,"wet",1,0.135,"wet"
2011-01-03,"Central Delta","2011",0.3,"wet",1,0.135,"wet"
2011-01-04,"Central Delta","2011",0,"wet",1,0.0971428571428572,"wet"
2011-01-05,"Central Delta","2011",0.02,"wet",1,0.0614285714285714,"wet"
2011-01-06,"Central Delta","2011",0,"wet",1,0.06,"wet"
2011-01-07,"Central Delta","2011",0,"wet",1,0.06,"wet"
2011-01-08,"Central Delta","2011",0,"wet",1,0.0485714285714286,"wet"
2011-01-09,"Central Delta","2011",0,"wet",1,0.0278571428571429,"wet"
2011-01-10,"Central Delta","2011",0,"wet",1,0.00642857142857143,"wet"
2011-01-14,"Central Delta","2011",0.07,"wet",1,0.00785714285714286,"wet"
2011-02-01,"Central Delta","2011",0,"wet",2,0.07,"wet"
2011-02-02,"Central Delta","2011",0,"wet",2,0.0857142857142857,"wet"
2011-02-03,"Central Delta","2011",0,"wet",2,0.128571428571429,"wet"
2011-02-04,"Central Delta","2011",0,"wet",2,0.187142857142857,"wet"
2011-02-05,"Central Delta","2011",0,"wet",2,0.197142857142857,"wet"
2011-02-06,"Central Delta","2011",0,"wet",2,0.177142857142857,"wet"
2011-02-07,"Central Delta","2011",0,"wet",2,0.165714285714286,"wet"
2011-02-16,"Central Delta","2011",0.52,"wet",2,0.165714285714286,"wet"
2011-02-17,"Central Delta","2011",0.22,"wet",2,0.165714285714286,"wet"
2011-02-18,"Central Delta","2011",0.6,"wet",2,0.216428571428571,"wet"
2011-02-19,"Central Delta","2011",0.82,"wet",2,0.239285714285714,"wet"
2011-02-20,"Central Delta","2011",0.16,"wet",2,0.239285714285714,"wet"
2011-02-21,"Central Delta","2011",0,"wet",2,0.239285714285714,"wet"
2011-02-22,"Central Delta","2011",0,"wet",2,0.239285714285714,"wet"
2011-02-23,"Central Delta","2011",0,"wet",2,0.209285714285714,"wet"
2011-02-24,"Central Delta","2011",0,"wet",2,0.199285714285714,"wet"
2011-02-25,"Central Delta","2011",0.71,"wet",2,0.156428571428571,"wet"
2011-02-26,"Central Delta","2011",0.32,"wet",2,0.0978571428571429,"wet"
2011-02-27,"Central Delta","2011",0,"wet",2,0.101428571428571,"wet"
2011-02-28,"Central Delta","2011",0,"wet",2,0.126428571428571,"wet"
2011-03-01,"Central Delta","2011",0,"wet",3,0.126428571428571,"wet"
2011-03-02,"Central Delta","2011",0.1,"wet",3,0.126428571428571,"wet"
2011-03-03,"Central Delta","2011",0.08,"wet",3,0.126428571428571,"wet"
2011-03-04,"Central Delta","2011",0,"wet",3,0.0757142857142857,"wet"
2011-03-05,"Central Delta","2011",0,"wet",3,0.0528571428571429,"wet"
2011-03-06,"Central Delta","2011",0.21,"wet",3,0.0528571428571429,"wet"
2011-03-07,"Central Delta","2011",0.35,"wet",3,0.0692857142857143,"wet"
2011-03-08,"Central Delta","2011",0,"wet",3,0.0735714285714286,"wet"
2011-03-09,"Central Delta","2011",0,"wet",3,0.101428571428571,"wet"
2011-03-10,"Central Delta","2011",0,"wet",3,0.0971428571428571,"wet"
2011-03-11,"Central Delta","2011",0,"wet",3,0.0971428571428571,"wet"
2011-03-12,"Central Delta","2011",0,"wet",3,0.138571428571429,"wet"
2011-03-13,"Central Delta","2011",0,"wet",3,0.152857142857143,"wet"
2011-03-14,"Central Delta","2011",0.23,"wet",3,0.149285714285714,"wet"
2011-03-15,"Central Delta","2011",0.06,"wet",3,0.157142857142857,"wet"
2011-03-16,"Central Delta","2011",0.49,"wet",3,0.165714285714286,"wet"
2011-03-17,"Central Delta","2011",0.02,"wet",3,0.191428571428571,"wet"
2011-03-18,"Central Delta","2011",0,"wet",3,0.275714285714286,"wet"
2011-03-19,"Central Delta","2011",0.58,"wet",3,0.305,"wet"
2011-03-20,"Central Delta","2011",0.41,"wet",3,0.33,"wet"
2011-03-21,"Central Delta","2011",0.3,"wet",3,0.315,"wet"
2011-03-22,"Central Delta","2011",0.11,"wet",3,0.310714285714286,"wet"
2011-03-23,"Central Delta","2011",0.12,"wet",3,0.275714285714286,"wet"
2011-03-24,"Central Delta","2011",0.36,"wet",3,0.274285714285714,"wet"
2011-03-25,"Central Delta","2011",1.18,"wet",3,0.274285714285714,"wet"
2011-03-26,"Central Delta","2011",0.41,"wet",3,0.232857142857143,"wet"
2011-03-27,"Central Delta","2011",0.35,"wet",3,0.203571428571429,"wet"
2011-03-28,"Central Delta","2011",0.02,"wet",3,0.187142857142857,"wet"
2011-03-29,"Central Delta","2011",0,"wet",3,0.179285714285714,"wet"
2011-03-30,"Central Delta","2011",0,"wet",3,0.170714285714286,"wet"
2011-03-31,"Central Delta","2011",0,"wet",3,0.145,"wet"
2011-04-01,"Central Delta","2011",0,"wet",4,0.0607142857142857,"wet"
2011-04-02,"Central Delta","2011",0,"wet",4,0.0328571428571429,"wet"
2011-04-03,"Central Delta","2011",0,"wet",4,0.00785714285714286,"wet"
2011-04-17,"Central Delta","2011",0,"wet",4,0.0628571428571429,"wet"
2011-04-18,"Central Delta","2011",0,"wet",4,0.0885714285714286,"wet"
2011-04-19,"Central Delta","2011",0.02,"wet",4,0.0907142857142857,"wet"
2011-04-20,"Central Delta","2011",0,"wet",4,0.0907142857142857,"wet"
2011-04-21,"Central Delta","2011",0.03,"wet",4,0.0857142857142857,"wet"
2011-05-15,"Central Delta","2011",0.28,"wet",5,0.0857142857142857,"wet"
2011-05-16,"Central Delta","2011",0.16,"wet",5,0.0857142857142857,"wet"
2011-05-17,"Central Delta","2011",0.32,"wet",5,0.0857142857142857,"wet"
2011-05-18,"Central Delta","2011",0.36,"wet",5,0.0857142857142857,"wet"
2011-05-19,"Central Delta","2011",0.03,"wet",5,0.0878571428571429,"wet"
2011-05-20,"Central Delta","2011",0,"wet",5,0.0878571428571429,"wet"
2011-05-21,"Central Delta","2011",0,"wet",5,0.0857142857142857,"wet"
2011-05-22,"Central Delta","2011",0,"wet",5,0.0728571428571429,"wet"
2011-05-23,"Central Delta","2011",0,"wet",5,0.0614285714285714,"wet"
2011-05-24,"Central Delta","2011",0,"wet",5,0.0385714285714286,"wet"
2011-05-25,"Central Delta","2011",0,"wet",5,0.0157142857142857,"wet"
2011-05-26,"Central Delta","2011",0.05,"wet",5,0.0278571428571429,"wet"
2011-05-27,"Central Delta","2011",0,"wet",5,0.0278571428571429,"wet"
2011-05-28,"Central Delta","2011",0,"wet",5,0.0385714285714286,"wet"
2011-05-29,"Central Delta","2011",0.1,"wet",5,0.0728571428571429,"wet"
2011-05-30,"Central Delta","2011",0,"wet",5,0.109285714285714,"wet"
2011-05-31,"Central Delta","2011",0,"wet",5,0.109285714285714,"wet"
2011-06-01,"Central Delta","2011",0.04,"wet",6,0.109285714285714,"wet"
2011-06-02,"Central Delta","2011",0.2,"wet",6,0.105714285714286,"wet"
2011-06-03,"Central Delta","2011",0,"wet",6,0.105714285714286,"wet"
2011-06-04,"Central Delta","2011",0.15,"wet",6,0.105714285714286,"wet"
2011-06-05,"Central Delta","2011",0.48,"wet",6,0.0985714285714286,"wet"
2011-06-06,"Central Delta","2011",0.51,"wet",6,0.0985714285714286,"wet"
2011-06-07,"Central Delta","2011",0,"wet",6,0.129285714285714,"wet"
2011-06-08,"Central Delta","2011",0,"wet",6,0.126428571428571,"wet"
2011-06-09,"Central Delta","2011",0,"wet",6,0.112142857142857,"wet"
2011-06-10,"Central Delta","2011",0,"wet",6,0.112142857142857,"wet"
2011-06-11,"Central Delta","2011",0,"wet",6,0.101428571428571,"wet"
2011-06-12,"Central Delta","2011",0,"wet",6,0.0671428571428571,"wet"
2011-06-13,"Central Delta","2011",0,"wet",6,0.0307142857142857,"wet"
2011-07-01,"Central Delta","2011",0,"wet",7,0.0771428571428572,"wet"
2011-07-02,"Central Delta","2011",0,"wet",7,0.0907142857142857,"wet"
2011-07-03,"Central Delta","2011",0,"wet",7,0.0985714285714286,"wet"
2011-07-04,"Central Delta","2011",0,"wet",7,0.0985714285714286,"wet"
2011-07-05,"Central Delta","2011",0,"wet",7,0.0985714285714286,"wet"
2011-07-06,"Central Delta","2011",0,"wet",7,0.0678571428571429,"wet"
2011-10-04,"Central Delta","2012",0.05,"wet",10,0.0864285714285714,"wet"
2011-10-05,"Central Delta","2012",0.6,"wet",10,0.0864285714285714,"wet"
2011-10-06,"Central Delta","2012",0.19,"wet",10,0.0864285714285714,"wet"
2011-10-07,"Central Delta","2012",0.11,"wet",10,0.0864285714285714,"wet"
2011-10-08,"Central Delta","2012",0,"wet",10,0.0864285714285714,"wet"
2011-10-09,"Central Delta","2012",0,"wet",10,0.0864285714285714,"wet"
2011-10-10,"Central Delta","2012",0,"wet",10,0.0864285714285714,"wet"
2011-10-11,"Central Delta","2012",0.26,"wet",10,0.0828571428571429,"wet"
2011-10-12,"Central Delta","2012",0,"wet",10,0.045,"wet"
2011-10-13,"Central Delta","2012",0,"wet",10,0.0314285714285714,"wet"
2011-10-14,"Central Delta","2012",0,"wet",10,0.0514285714285714,"wet"
2011-10-15,"Central Delta","2012",0,"wet",10,0.0528571428571429,"wet"
2011-10-16,"Central Delta","2012",0,"wet",10,0.0528571428571429,"wet"
2011-10-17,"Central Delta","2012",0,"wet",10,0.0528571428571429,"wet"
2011-10-18,"Central Delta","2012",0,"wet",10,0.0342857142857143,"wet"
2011-11-17,"Central Delta","2012",0,"wet",11,0.05,"wet"
2011-11-18,"Central Delta","2012",0,"wet",11,0.0564285714285714,"wet"
2011-11-19,"Central Delta","2012",0.03,"wet",11,0.0464285714285714,"wet"
2011-11-20,"Central Delta","2012",0.48,"wet",11,0.0464285714285714,"wet"
2011-11-21,"Central Delta","2012",0.03,"wet",11,0.0471428571428571,"wet"
